"","TASI.SR.Open","TASI.SR.High","TASI.SR.Low","TASI.SR.Close","TASI.SR.Volume","TASI.SR.Adjusted"
"118",7687.3701171875,7724.56982421875,7687.3701171875,7724.56982421875,0,7724.56982421875
"119",7724.56982421875,7806.52978515625,7724.56982421875,7806.52978515625,0,7806.52978515625
"120",7806.52978515625,7806.52978515625,7806.52978515625,7806.52978515625,0,7806.52978515625
"121",7806.52978515625,7806.52978515625,7806.52978515625,7806.52978515625,0,7806.52978515625
"122",7806.52978515625,7806.52978515625,7806.52978515625,7806.52978515625,0,7806.52978515625
"123",7806.52978515625,7806.52978515625,7806.52978515625,7806.52978515625,0,7806.52978515625
"124",7806.52978515625,7806.52978515625,7806.52978515625,7806.52978515625,0,7806.52978515625
"125",7977.3798828125,8043.43994140625,7977.3798828125,8043.43994140625,0,8043.43994140625
"126",8043.43994140625,8043.43994140625,8038.93017578125,8038.93017578125,0,8038.93017578125
"127",8038.93017578125,8083.4599609375,8038.93017578125,8083.4599609375,0,8083.4599609375
"128",8083.4599609375,8083.4599609375,8083.4599609375,8083.4599609375,0,8083.4599609375
"129",8246.0703125,8370.1796875,8246.0703125,8370.1796875,0,8370.1796875
"130",8370.1796875,8370.1796875,8326.8701171875,8326.8701171875,0,8326.8701171875
"131",8326.8701171875,8478.990234375,8326.8701171875,8478.990234375,0,8478.990234375
"132",8478.990234375,8478.990234375,8478.990234375,8478.990234375,0,8478.990234375
"133",8719.509765625,8732.599609375,8719.509765625,8732.599609375,0,8732.599609375
"134",8732.599609375,8889.8896484375,8732.599609375,8889.8896484375,0,8889.8896484375
"135",8889.8896484375,8933.9501953125,8889.8896484375,8933.9501953125,0,8933.9501953125
"136",8933.9501953125,8933.9501953125,8933.9501953125,8933.9501953125,0,8933.9501953125
"137",8937.3603515625,9003,8937.3603515625,9003,0,9003
"138",9003,9085.7998046875,9003,9085.7998046875,0,9085.7998046875
"139",9085.7998046875,9085.7998046875,9080.099609375,9080.099609375,0,9080.099609375
"140",9080.099609375,9080.099609375,9080.099609375,9080.099609375,0,9080.099609375
"141",9003.8095703125,9138.2998046875,9003.8095703125,9138.2998046875,0,9138.2998046875
"142",9138.2998046875,9299.6103515625,9138.2998046875,9299.6103515625,0,9299.6103515625
"143",9299.6103515625,9406.58984375,9299.6103515625,9406.58984375,0,9406.58984375
"144",9406.58984375,9406.58984375,9406.58984375,9406.58984375,0,9406.58984375
"145",9540.5498046875,9540.5498046875,9465.7001953125,9465.7001953125,0,9465.7001953125
"146",9465.7001953125,9465.7001953125,9271.5400390625,9271.5400390625,0,9271.5400390625
"147",9271.5400390625,9389.7099609375,9271.5400390625,9389.7099609375,0,9389.7099609375
"148",9389.7099609375,9389.7099609375,9389.7099609375,9389.7099609375,0,9389.7099609375
"149",9433.1201171875,9582.2099609375,9433.1201171875,9582.2099609375,0,9582.2099609375
"150",9582.2099609375,9653.98046875,9582.2099609375,9653.98046875,0,9653.98046875
"151",9653.98046875,9757.580078125,9653.98046875,9757.580078125,0,9757.580078125
"152",9757.580078125,9757.580078125,9757.580078125,9757.580078125,0,9757.580078125
"153",9871.759765625,10136.6201171875,9871.759765625,10136.6201171875,0,10136.6201171875
"154",10136.6201171875,10628.0595703125,10136.6201171875,10628.0595703125,0,10628.0595703125
"155",10628.0595703125,10911.9404296875,10628.0595703125,10911.9404296875,0,10911.9404296875
"156",10911.9404296875,10911.9404296875,10911.9404296875,10911.9404296875,0,10911.9404296875
"157",10957.4296875,11254.3798828125,10957.4296875,11254.3798828125,0,11254.3798828125
"158",11254.3798828125,11254.3798828125,11254.3798828125,11254.3798828125,0,11254.3798828125
"159",11254.3798828125,11254.3798828125,11254.3798828125,11254.3798828125,0,11254.3798828125
"160",11254.3798828125,11254.3798828125,11254.3798828125,11254.3798828125,0,11254.3798828125
"161",11254.3798828125,11492.099609375,11254.3798828125,11492.099609375,0,11492.099609375
"162",11492.099609375,11492.099609375,11272.4296875,11272.4296875,0,11272.4296875
"163",11272.4296875,11272.4296875,11252.76953125,11252.76953125,0,11252.76953125
"164",11252.76953125,11252.76953125,11252.76953125,11252.76953125,0,11252.76953125
"165",11093.2900390625,11093.2900390625,11038.66015625,11038.66015625,0,11038.66015625
"166",11038.66015625,11038.66015625,10717.8896484375,10717.8896484375,0,10717.8896484375
"167",10717.8896484375,10721.6103515625,10717.8896484375,10721.6103515625,0,10721.6103515625
"168",10721.6103515625,10721.6103515625,10721.6103515625,10721.6103515625,0,10721.6103515625
"169",11499.400390625,11500.900390625,11499.400390625,11500.900390625,0,11500.900390625
"170",11500.900390625,11500.900390625,11436.2802734375,11436.2802734375,0,11436.2802734375
"171",11436.2802734375,11486.83984375,11436.2802734375,11486.83984375,0,11486.83984375
"172",11486.83984375,11486.83984375,11486.83984375,11486.83984375,0,11486.83984375
"173",11566.900390625,11600.6796875,11566.900390625,11600.6796875,0,11600.6796875
"174",11600.6796875,11600.6796875,11597.009765625,11597.009765625,0,11597.009765625
"175",11597.009765625,11597.009765625,11338.6396484375,11338.6396484375,0,11338.6396484375
"176",11338.6396484375,11338.6396484375,11338.6396484375,11338.6396484375,0,11338.6396484375
"177",10453.6904296875,10453.6904296875,10170.8095703125,10170.8095703125,0,10170.8095703125
"178",10170.8095703125,10170.8095703125,9193.8603515625,9193.8603515625,0,9193.8603515625
"179",9193.8603515625,9203.5595703125,9193.8603515625,9203.5595703125,0,9203.5595703125
"180",9203.5595703125,9203.5595703125,9203.5595703125,9203.5595703125,0,9203.5595703125
"181",9621.169921875,9621.169921875,9240.650390625,9240.650390625,0,9240.650390625
"182",9240.650390625,9377.7197265625,9240.650390625,9377.7197265625,0,9377.7197265625
"183",9377.7197265625,9559.8701171875,9377.7197265625,9559.8701171875,0,9559.8701171875
"184",9559.8701171875,9559.8701171875,9559.8701171875,9559.8701171875,0,9559.8701171875
"185",9565.3896484375,9657.83984375,9565.3896484375,9657.83984375,0,9657.83984375
"186",9657.83984375,9659.91015625,9657.83984375,9659.91015625,0,9659.91015625
"187",9659.91015625,9659.91015625,9378.75,9378.75,0,9378.75
"188",9378.75,9378.75,9378.75,9378.75,0,9378.75
"189",8873.8603515625,8873.8603515625,8818.4296875,8818.4296875,0,8818.4296875
"190",8818.4296875,9077.1904296875,8818.4296875,9077.1904296875,0,9077.1904296875
"191",9077.1904296875,9107.0595703125,9077.1904296875,9107.0595703125,0,9107.0595703125
"192",9107.0595703125,9107.0595703125,9107.0595703125,9107.0595703125,0,9107.0595703125
"193",9490.0498046875,9649.009765625,9490.0498046875,9649.009765625,0,9649.009765625
"194",9649.009765625,9740.2900390625,9649.009765625,9740.2900390625,0,9740.2900390625
"195",9740.2900390625,9972.3798828125,9740.2900390625,9972.3798828125,0,9972.3798828125
"196",9972.3798828125,9972.3798828125,9972.3798828125,9972.3798828125,0,9972.3798828125
"197",10004.0595703125,10210.5,10004.0595703125,10210.5,0,10210.5
"198",10210.5,10210.5,10151.3603515625,10151.3603515625,0,10151.3603515625
"199",10151.3603515625,10151.3603515625,10146.16015625,10146.16015625,0,10146.16015625
"200",10146.16015625,10146.16015625,10146.16015625,10146.16015625,0,10146.16015625
"201",9760.419921875,9760.419921875,9723.2197265625,9723.2197265625,0,9723.2197265625
"202",9723.2197265625,9902.51953125,9723.2197265625,9902.51953125,0,9902.51953125
"203",9902.51953125,9902.51953125,9871.900390625,9871.900390625,0,9871.900390625
"204",9871.900390625,9871.900390625,9871.900390625,9871.900390625,0,9871.900390625
"205",9698.1298828125,9698.1298828125,9600.3798828125,9600.3798828125,0,9600.3798828125
"206",9600.3798828125,9733.9404296875,9600.3798828125,9733.9404296875,0,9733.9404296875
"207",9733.9404296875,9735.98046875,9733.9404296875,9735.98046875,0,9735.98046875
"208",9735.98046875,9735.98046875,9735.98046875,9735.98046875,0,9735.98046875
"209",9515.2998046875,9515.2998046875,9318.58984375,9318.58984375,0,9318.58984375
"210",9318.58984375,9393.1201171875,9318.58984375,9393.1201171875,0,9393.1201171875
"211",9393.1201171875,9393.1201171875,9344.4296875,9344.4296875,0,9344.4296875
"212",9344.4296875,9344.4296875,9344.4296875,9344.4296875,0,9344.4296875
"213",9215.9404296875,9215.9404296875,9186.73046875,9186.73046875,0,9186.73046875
"214",9186.73046875,9313.240234375,9186.73046875,9313.240234375,0,9313.240234375
"215",9313.240234375,9313.240234375,9221.9501953125,9221.9501953125,0,9221.9501953125
"216",9221.9501953125,9221.9501953125,9221.9501953125,9221.9501953125,0,9221.9501953125
"217",8906.2001953125,8992.5302734375,8906.2001953125,8992.5302734375,0,8992.5302734375
"218",8992.5302734375,8992.5302734375,8980.5498046875,8980.5498046875,0,8980.5498046875
"219",8980.5498046875,9181.2099609375,8980.5498046875,9181.2099609375,0,9181.2099609375
"220",9181.2099609375,9181.2099609375,9181.2099609375,9181.2099609375,0,9181.2099609375
"221",9307.0595703125,9410.4501953125,9194.240234375,9410.1796875,0,9410.1796875
"222",9410.1796875,9495.0703125,9391.0595703125,9423.580078125,0,9423.580078125
"223",9423.580078125,9501.7197265625,9365.3896484375,9501.7197265625,0,9501.7197265625
"224",9501.7197265625,9501.7197265625,9501.7197265625,9501.7197265625,0,9501.7197265625
"225",9562.23046875,9621.2197265625,9535.740234375,9604.2001953125,0,9604.2001953125
"226",9604.2001953125,9645.6396484375,9511.1396484375,9522.9296875,0,9522.9296875
"227",9522.9296875,9661.66015625,9522.9296875,9630.3701171875,0,9630.3701171875
"228",9630.3701171875,9630.3701171875,9630.3701171875,9630.3701171875,0,9630.3701171875
"229",9521.6103515625,9670.169921875,9521.6103515625,9638.7900390625,0,9638.7900390625
"230",9638.7900390625,9693,9596.1201171875,9692.9599609375,0,9692.9599609375
"231",9692.9599609375,9820.740234375,9675.5703125,9754.099609375,0,9754.099609375
"232",9754.099609375,9754.099609375,9754.099609375,9754.099609375,0,9754.099609375
"233",9766.26953125,9908.8203125,9704.650390625,9907.1201171875,0,9907.1201171875
"234",9907.1201171875,10099.2099609375,9907.1201171875,10089.51953125,0,10089.51953125
"235",10089.51953125,10098.759765625,9976.8701171875,10066.16015625,0,10066.16015625
"236",10066.16015625,10066.16015625,10066.16015625,10066.16015625,0,10066.16015625
"237",10055.23046875,10077.73046875,9964.4501953125,10030.6201171875,0,10030.6201171875
"238",10030.6201171875,10048.5595703125,9914,9926.6298828125,0,9926.6298828125
"239",9926.6298828125,9926.6298828125,9692.8798828125,9771.849609375,0,9771.849609375
"240",9771.849609375,9771.849609375,9771.849609375,9771.849609375,0,9771.849609375
"241",9695.2900390625,9749.33984375,9566.1298828125,9615.0498046875,0,9615.0498046875
"242",9615.0498046875,9766.23046875,9511.7099609375,9749.5302734375,0,9749.5302734375
"243",9749.5302734375,9815.1396484375,9721.3095703125,9783.1904296875,0,9783.1904296875
"244",9783.1904296875,9783.1904296875,9783.1904296875,9783.1904296875,0,9783.1904296875
"245",9646.4404296875,9675.099609375,9547.990234375,9630.650390625,0,9630.650390625
"246",9630.650390625,9706.01953125,9630.650390625,9673.25,0,9673.25
"247",9673.25,9716.9599609375,9623.1298828125,9672.6201171875,0,9672.6201171875
"248",9672.6201171875,9672.6201171875,9672.6201171875,9672.6201171875,0,9672.6201171875
"249",9715.3095703125,9724.830078125,9527,9553.259765625,0,9553.259765625
"250",9553.259765625,9575.099609375,9456.490234375,9482.25,0,9482.25
"251",9482.25,9510.2001953125,9425.2197265625,9491.3095703125,0,9491.3095703125
"252",9491.3095703125,9491.3095703125,9491.3095703125,9491.3095703125,0,9491.3095703125
"253",9503.2802734375,9560.830078125,9462.6103515625,9516.5703125,0,9516.5703125
"254",9516.5703125,9525.3603515625,9458.8701171875,9501.919921875,0,9501.919921875
"255",9501.919921875,9674.669921875,9501.919921875,9661.48046875,0,9661.48046875
"256",9661.48046875,9661.48046875,9661.48046875,9661.48046875,0,9661.48046875
"257",9737.3095703125,9839.169921875,9737.3095703125,9777.0400390625,0,9777.0400390625
"258",9777.0400390625,9844.8095703125,9732.33984375,9766.3701171875,0,9766.3701171875
"259",9766.3701171875,9782.5703125,9666.150390625,9688.4501953125,0,9688.4501953125
"260",9688.4501953125,9688.4501953125,9688.4501953125,9688.4501953125,0,9688.4501953125
"261",9687.08984375,9782.1904296875,9669.3798828125,9782.1904296875,0,9782.1904296875
"262",9782.1904296875,9836.75,9760.8095703125,9814.9404296875,0,9814.9404296875
"263",9814.9404296875,9836,9737.8203125,9778.48046875,0,9778.48046875
"264",9778.48046875,9778.48046875,9778.48046875,9778.48046875,0,9778.48046875
"265",9801.990234375,9835.5498046875,9756.1396484375,9789.91015625,0,9789.91015625
"266",9789.91015625,9811.4296875,9683.58984375,9731.7998046875,0,9731.7998046875
"267",9731.7998046875,9736.5498046875,9573.2998046875,9581.33984375,0,9581.33984375
"268",9581.33984375,9581.33984375,9581.33984375,9581.33984375,0,9581.33984375
"269",9324.3603515625,9399.0498046875,9237.25,9352.3203125,0,9352.3203125
"270",9352.3203125,9396.7001953125,9282.509765625,9385.1904296875,0,9385.1904296875
"271",9385.1904296875,9474.7802734375,9385.1904296875,9467.6796875,0,9467.6796875
"272",9467.6796875,9467.6796875,9467.6796875,9467.6796875,0,9467.6796875
"273",9483.23046875,9567.259765625,9483.23046875,9517.3203125,0,9517.3203125
"274",9517.3203125,9524.23046875,9241.01953125,9293.4501953125,0,9293.4501953125
"275",9293.4501953125,9306.0703125,8978.259765625,8998.2802734375,0,8998.2802734375
"276",8998.2802734375,8998.2802734375,8998.2802734375,8998.2802734375,0,8998.2802734375
"277",9145.0302734375,9161.98046875,9079.66015625,9099.2001953125,0,9099.2001953125
"278",9099.2001953125,9099.33984375,8585.2900390625,8706.76953125,0,8706.76953125
"279",8706.76953125,8878.91015625,8512.3203125,8861.240234375,0,8861.240234375
"280",8861.240234375,8861.240234375,8861.240234375,8861.240234375,0,8861.240234375
"281",9081.650390625,9126.7197265625,8996.2001953125,9096.16015625,0,9096.16015625
"282",9096.16015625,9117.150390625,9035.6904296875,9108.419921875,0,9108.419921875
"283",9108.419921875,9141.4697265625,9039.6201171875,9080.8701171875,0,9080.8701171875
"284",9080.8701171875,9080.8701171875,9080.8701171875,9080.8701171875,0,9080.8701171875
"285",8942.8896484375,8942.8896484375,8771.0302734375,8805.4501953125,0,8805.4501953125
"286",8805.4501953125,8853.0302734375,8664.7001953125,8773.0498046875,0,8773.0498046875
"287",8773.0498046875,8822.1298828125,8702.9599609375,8740.740234375,0,8740.740234375
"288",8740.740234375,8740.740234375,8740.740234375,8740.740234375,0,8740.740234375
"289",8627.240234375,8632,8454.83984375,8469.76953125,0,8469.76953125
"290",8469.76953125,8505.91015625,8380.01953125,8502.2001953125,0,8502.2001953125
"291",8502.2001953125,8539.0400390625,8450.150390625,8451.0595703125,0,8451.0595703125
"292",8451.0595703125,8451.0595703125,8451.0595703125,8451.0595703125,0,8451.0595703125
"293",7884.14013671875,8094.14990234375,7870.1298828125,8067.6201171875,0,8067.6201171875
"294",8067.6201171875,8199.3603515625,8014.14990234375,8165.419921875,0,8165.419921875
"295",8165.419921875,8228.419921875,8133.43017578125,8188.2998046875,0,8188.2998046875
"296",8188.2998046875,8188.2998046875,8188.2998046875,8188.2998046875,0,8188.2998046875
"297",8357.23046875,8411.400390625,8251.009765625,8411.400390625,0,8411.400390625
"298",8411.400390625,8477.5302734375,8376.3203125,8418.9599609375,0,8418.9599609375
"299",8418.9599609375,8469.3203125,8366.5595703125,8463.7099609375,0,8463.7099609375
"300",8463.7099609375,8463.7099609375,8463.7099609375,8463.7099609375,0,8463.7099609375
"301",8899.26953125,8941.080078125,8781.8095703125,8933.7900390625,0,8933.7900390625
"302",8933.7900390625,9001.2099609375,8897.1298828125,8981.990234375,0,8981.990234375
"303",8981.990234375,8997.5595703125,8888.419921875,8898.9697265625,0,8898.9697265625
"304",8898.9697265625,8898.9697265625,8898.9697265625,8898.9697265625,0,8898.9697265625
"305",8757.0400390625,8780.01953125,8718.6396484375,8751.8701171875,0,8751.8701171875
"306",8751.8701171875,8754.7998046875,8567.7900390625,8590.3701171875,0,8590.3701171875
"307",8590.3701171875,8605.3798828125,8482.9296875,8504.7197265625,0,8504.7197265625
"308",8504.7197265625,8504.7197265625,8504.7197265625,8504.7197265625,0,8504.7197265625
"309",7907.52001953125,8277.009765625,7906.56982421875,8245.2099609375,0,8245.2099609375
"310",8245.2099609375,8268.0498046875,8009.39990234375,8030.68994140625,0,8030.68994140625
"311",8030.68994140625,8141.89990234375,7936.240234375,8128.10009765625,0,8128.10009765625
"312",8128.10009765625,8128.10009765625,8128.10009765625,8128.10009765625,0,8128.10009765625
"313",7759.06982421875,7759.93994140625,7194,7255.14990234375,0,7255.14990234375
"314",7255.14990234375,7282.009765625,6932.41015625,7216.7099609375,0,7216.7099609375
"315",7216.7099609375,7484.41015625,7216.08984375,7387.25,0,7387.25
"316",7387.25,7387.25,7387.25,7387.25,0,7387.25
"317",7538.64990234375,7544.06005859375,7425.66015625,7461.14013671875,38027800,7461.14013671875
"318",7461.14013671875,7461.14013671875,7461.14013671875,7461.14013671875,0,7461.14013671875
"319",7461.14013671875,7461.14013671875,6961.009765625,7133.47021484375,72175900,7133.47021484375
"320",7133.47021484375,7133.47021484375,7133.47021484375,7133.47021484375,0,7133.47021484375
"321",7133.47021484375,7133.47021484375,7133.47021484375,7133.47021484375,0,7133.47021484375
"322",7133.47021484375,7133.47021484375,7133.47021484375,7133.47021484375,0,7133.47021484375
"323",7133.47021484375,7133.47021484375,7133.47021484375,7133.47021484375,0,7133.47021484375
